,_class_name,_library,_group,_path,_lines
0,SVC,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/svm/_classes.py,279
1,GaussianProcessRegressor,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/gaussian_process/_gpr.py,644
2,GlorotNormal,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/initializers/initializers.py,41
3,WhiteKernel,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/gaussian_process/kernels.py,121
4,TFSMLayer,keras,TensorFlow/Keras,keras-3.3.3/keras/src/export/export_lib.py,131
5,BytecodeCache,jinja,Flask,jinja-3.1.4/src/jinja2/bccache.py,83
6,TimeseriesGenerator,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/preprocessing/sequence.py,189
7,marcumq,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/bessel.py,104
8,triang_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,71
9,ExtraTreeClassifier,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/tree/_classes.py,272
10,MetaData,scipy,Other,scipy-1.13.1/scipy/io/arff/_arffread.py,72
11,Substitution,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/_docstring.py,42
12,lowergamma,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/gamma_functions.py,174
13,RequestContext,flask,Flask,flask-3.0.3/src/flask/ctx.py,163
14,Precision,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/confusion_metrics.py,159
15,LinearModel,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/premade_models/linear.py,181
16,LeavePOut,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/model_selection/_split.py,90
17,make_column_selector,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/compose/_column_transformer.py,87
18,Flatten,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/reshaping/flatten.py,90
19,WorkerTrainingState,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/distribute/worker_training_state.py,192
20,Accuracy,keras,TensorFlow/Keras,keras-3.3.3/keras/src/metrics/accuracy_metrics.py,44
21,SensitivityAtSpecificity,keras,TensorFlow/Keras,keras-3.3.3/keras/src/metrics/confusion_metrics.py,101
22,Reference,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/utils/object_identity.py,34
23,RegressorChain,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/multioutput.py,147
24,LecunNormal,keras,TensorFlow/Keras,keras-3.3.3/keras/src/initializers/random_initializers.py,45
25,GeneratorLikeTrainingLoop,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/engine/training_generator_v1.py,140
26,BatchNormalization,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/normalization/batch_normalization.py,314
27,RationalPredicate,sympy,Other,sympy-sympy-1.12.1/sympy/assumptions/predicates/sets.py,33
28,SymPyDocTestRunner,sympy,Other,sympy-sympy-1.12.1/sympy/testing/runtests.py,75
29,DummyRegressor,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/dummy.py,238
30,Rule,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/routing/rules.py,598
31,PassiveAggressiveRegressor,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/linear_model/_passive_aggressive.py,260
32,KroghInterpolator,scipy,Other,scipy-1.13.1/scipy/interpolate/_polyint.py,146
33,dgamma_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,75
34,KerasObjectLoader,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/saving/legacy/saved_model/load.py,648
35,BaggingClassifier,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/ensemble/_bagging.py,424
36,MeanSquaredError,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/regression_metrics.py,33
37,MethodNotAllowed,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/exceptions.py,34
38,NO,sympy,Other,sympy-sympy-1.12.1/sympy/physics/secondquant.py,339
39,chi2_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,87
40,FalseNegatives,keras,TensorFlow/Keras,keras-3.3.3/keras/src/metrics/confusion_metrics.py,41
41,Max,sympy,Other,sympy-sympy-1.12.1/sympy/functions/elementary/miscellaneous.py,116
42,RandomForestClassifier,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/ensemble/_forest.py,383
43,crystalball_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,150
44,SharedObjectConfig,keras,TensorFlow/Keras,keras-3.3.3/keras/src/legacy/saving/serialization.py,30
45,PolyQuadMesh,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/collections.py,156
46,gumbel_l_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,74
47,riemann_xi,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/zeta_functions.py,37
48,LecunUniform,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/initializers/initializers.py,37
49,FileSystemBytecodeCache,jinja,Flask,jinja-3.1.4/src/jinja2/bccache.py,141
50,ComplexInfinity,sympy,Other,sympy-sympy-1.12.1/sympy/core/numbers.py,75
51,LazyInitVariable,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/dtensor/lazy_variable.py,151
52,MinimalClassifier,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/utils/_testing.py,47
53,StrictGreaterThanPredicate,sympy,Other,sympy-sympy-1.12.1/sympy/assumptions/relation/equality.py,46
54,DiDegreeView,networkx,Other,networkx-networkx-3.3/networkx/classes/reportviews.py,93
55,KNeighborsClassifier,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/neighbors/_classification.py,373
56,Sliceable,keras,TensorFlow/Keras,keras-3.3.3/keras/src/trainers/data_adapters/array_slicing.py,95
57,preorder_traversal,sympy,Other,sympy-sympy-1.12.1/sympy/core/traversal.py,97
58,RandomNormal,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/initializers/initializers_v1.py,108
59,RBFSampler,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/kernel_approximation.py,168
60,Permute,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/reshaping/permute.py,56
61,Accuracy,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/accuracy_metrics.py,40
62,FourierSeries,sympy,Other,sympy-sympy-1.12.1/sympy/series/fourier.py,346
63,loggamma,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/gamma_functions.py,193
64,RFECV,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/feature_selection/_rfe.py,332
65,NearestNDInterpolator,scipy,Other,scipy-1.13.1/scipy/interpolate/_ndgriddata.py,147
66,coth,sympy,Other,sympy-sympy-1.12.1/sympy/functions/elementary/hyperbolic.py,170
67,LeakyReLU,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/activation/leaky_relu.py,55
68,ThresholdedReLU,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/activation/thresholded_relu.py,49
69,Dispatchable,scipy,Other,scipy-1.13.1/scipy/_lib/_uarray/_backend.py,40
70,Rotation,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/spin.py,266
71,LassoLarsCV,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/linear_model/_least_angle.py,194
72,DispatcherMiddleware,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/middleware/dispatcher.py,38
73,BaseExprVisitor,pandas,Other,pandas-2.2.2/pandas/core/computation/expr.py,407
74,Mean,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/base_metric.py,44
75,DynamicBackend,keras,TensorFlow/Keras,keras-3.3.3/keras/src/utils/backend_utils.py,46
76,fisk_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,80
77,Normalization,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/preprocessing/normalization.py,358
78,lognorm_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,196
79,Spines,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/spines.py,74
80,_TrainingTarget,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/engine/training_v1.py,31
81,FuncMinusOneOptim,sympy,Other,sympy-sympy-1.12.1/sympy/codegen/rewriting.py,89
82,SparseRandomProjection,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/random_projection.py,204
83,HalfTweedieLossIdentity,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/_loss/loss.py,44
84,Binarizer,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/preprocessing/_data.py,129
85,assoc_laguerre,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/polynomials.py,128
86,Vector,sympy,Other,sympy-sympy-1.12.1/sympy/physics/vector/vector.py,831
87,BinaryCrossentropy,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/probabilistic_metrics.py,54
88,ColorSequenceRegistry,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/colors.py,102
89,LassoLarsIC,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/linear_model/_least_angle.py,316
90,PrecisionAtRecall,keras,TensorFlow/Keras,keras-3.3.3/keras/src/metrics/confusion_metrics.py,84
91,NuSVC,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/svm/_classes.py,275
92,SettingWithCopyWarning,pandas,Other,pandas-2.2.2/pandas/errors/__init__.py,20
93,BaseLabelPropagation,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/semi_supervised/_label_propagation.py,260
94,MovieWriter,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/animation.py,143
95,MixedModeRenderer,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/backends/backend_mixed.py,112
96,StrMethodFormatter,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/ticker.py,26
97,Path,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/path.py,1026
98,_ObjectIdentityWrapper,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/utils/object_identity.py,50
99,VarBosonicBasis,sympy,Other,sympy-sympy-1.12.1/sympy/physics/secondquant.py,65
100,LatentDirichletAllocation,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/decomposition/_lda.py,766
101,SpatialDropout2D,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/regularization/spatial_dropout2d.py,51
102,LocalStack,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/local.py,78
103,moyal_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,90
104,StateSpaceDiscrete,scipy,Other,scipy-1.13.1/scipy/signal/_ltisys.py,60
105,HalfTweedieLoss,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/_loss/loss.py,62
106,While,sympy,Other,sympy-sympy-1.12.1/sympy/codegen/ast.py,36
107,LowLevelCallable,scipy,Other,scipy-1.13.1/scipy/_lib/_ccallback.py,158
108,_RepeatedSplits,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/model_selection/_split.py,105
109,_Cache,numpy,Other,numpy-1.26.4/numpy/distutils/ccompiler_opt.py,135
110,RBF,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/gaussian_process/kernels.py,151
111,_Distutils,numpy,Other,numpy-1.26.4/numpy/distutils/ccompiler_opt.py,185
112,Pointer,sympy,Other,sympy-sympy-1.12.1/sympy/codegen/ast.py,23
113,VarianceScaling,keras,TensorFlow/Keras,keras-3.3.3/keras/src/initializers/random_initializers.py,112
114,FixedForwardWindowIndexer,pandas,Other,pandas-2.2.2/pandas/core/indexers/objects.py,49
115,Idx,sympy,Other,sympy-sympy-1.12.1/sympy/tensor/indexed.py,175
116,LinearModelLoss,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/linear_model/_linear_loss.py,662
117,SumOverBatchSize,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/base_metric.py,21
118,DepthwiseConv1D,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/convolutional/depthwise_conv1d.py,130
119,Hinge,keras,TensorFlow/Keras,keras-3.3.3/keras/src/metrics/hinge_metrics.py,30
120,Range,sympy,Other,sympy-sympy-1.12.1/sympy/sets/fancysets.py,502
121,OGridClass,numpy,Other,numpy-1.26.4/numpy/lib/index_tricks.py,43
122,SelectFpr,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/feature_selection/_univariate_selection.py,78
123,KernelCenterer,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/preprocessing/_data.py,156
124,Dense,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/core/dense.py,268
125,LocallyConnected2D,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/locally_connected/locally_connected2d.py,367
126,MultiWorkerVerificationCallback,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/distribute/multi_worker_test.py,118
127,LayerScale,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/applications/convnext.py,40
128,SeedGenerator,keras,TensorFlow/Keras,keras-3.3.3/keras/src/random/seed_generator.py,91
129,argmap,networkx,Other,networkx-networkx-3.3/networkx/utils/decorators.py,863
130,_AppCtxGlobals,flask,Flask,flask-3.0.3/src/flask/ctx.py,86
131,Table,pandas,Other,pandas-2.2.2/pandas/io/pytables.py,997
132,LossScaleOptimizer,keras,TensorFlow/Keras,keras-3.3.3/keras/src/optimizers/loss_scale_optimizer.py,276
133,FixedFormatter,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/ticker.py,32
134,_MeshData,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/collections.py,152
135,ProgbarLogger,keras,TensorFlow/Keras,keras-3.3.3/keras/src/callbacks/progbar_logger.py,95
136,dirichlet_multinomial_gen,scipy,Other,scipy-1.13.1/scipy/stats/_multivariate.py,217
137,HistGradientBoostingRegressor,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/ensemble/_hist_gradient_boosting/gradient_boosting.py,385
138,IncrementalPCA,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/decomposition/_incremental_pca.py,391
139,MetadataRouter,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/utils/_metadata_requests.py,342
140,MaxWeightClique,networkx,Other,networkx-networkx-3.3/networkx/algorithms/clique.py,100
141,MeanSquaredError,keras,TensorFlow/Keras,keras-3.3.3/keras/src/metrics/regression_metrics.py,28
142,airyai,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/bessel.py,170
143,Blueprint,flask,Flask,flask-3.0.3/src/flask/sansio/blueprints.py,514
144,FermionOp,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/fermion.py,94
145,ExtensionOpsMixin,pandas,Other,pandas-2.2.2/pandas/core/arrays/base.py,61
146,NoisyLinearCosineDecay,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/optimizers/schedules/learning_rate_schedule.py,150
147,EventCollection,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/collections.py,181
148,BaseLibSVM,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/svm/_base.py,618
149,ComplexPredicate,sympy,Other,sympy-sympy-1.12.1/sympy/assumptions/predicates/sets.py,34
150,OracleGate,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/grover.py,122
151,TimeDepState,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/state.py,73
152,DotProduct,sympy,Other,sympy-sympy-1.12.1/sympy/matrices/expressions/dotproduct.py,50
153,_HTMLDocumentationLinkMixin,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/utils/_estimator_html_repr.py,91
154,MaxAbsScaler,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/preprocessing/_data.py,224
155,Hamiltonian,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/sho1d.py,104
156,nd_grid,numpy,Other,numpy-1.26.4/numpy/lib/index_tricks.py,100
157,WildFunction,sympy,Other,sympy-sympy-1.12.1/sympy/core/function.py,77
158,DecisionBoundaryDisplay,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/inspection/_plot/decision_boundary.py,345
159,Label,sympy,Other,sympy-sympy-1.12.1/sympy/codegen/cnodes.py,25
160,MissingIndicator,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/impute/_base.py,360
161,DrawEvent,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/backend_bases.py,25
162,Commutator,sympy,Other,sympy-sympy-1.12.1/sympy/physics/secondquant.py,146
163,ExportArchive,keras,TensorFlow/Keras,keras-3.3.3/keras/src/export/export_lib.py,590
164,ExponentialMovingWindow,pandas,Other,pandas-2.2.2/pandas/core/window/ewm.py,765
165,ConvLSTM,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/rnn/base_conv_lstm.py,283
166,Resizing,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/preprocessing/image_preprocessing.py,99
167,EllipticEnvelope,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/covariance/_elliptic_envelope.py,252
168,HalfSquaredError,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/_loss/loss.py,21
169,CategoricalNB,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/naive_bayes.py,294
170,Functional,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/engine/functional.py,988
171,RemoteMonitor,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/callbacks.py,68
172,CommSocket,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/backends/backend_nbagg.py,75
173,TokenStream,jinja,Flask,jinja-3.1.4/src/jinja2/lexer.py,107
174,LinearSVR,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/svm/_classes.py,257
175,KernelDensity,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/neighbors/_kde.py,331
176,TensorFlowOpLayer,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/engine/base_layer.py,139
177,logaddexp2,sympy,Other,sympy-sympy-1.12.1/sympy/codegen/numpy_nodes.py,40
178,multigamma,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/gamma_functions.py,90
179,HalfBinomialLoss,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/_loss/loss.py,67
180,reciprocal_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,98
181,tribonacci,sympy,Other,sympy-sympy-1.12.1/sympy/functions/combinatorial/numbers.py,81
182,SandboxedEnvironment,jinja,Flask,jinja-3.1.4/src/jinja2/sandbox.py,207
183,laguerre,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/polynomials.py,108
184,IndexLookup,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/preprocessing/index_lookup.py,901
185,Density,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/density.py,197
186,PositivePredicate,sympy,Other,sympy-sympy-1.12.1/sympy/assumptions/predicates/order.py,44
187,_ArrayAPIWrapper,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/utils/_array_api.py,25
188,FormalPowerSeriesInverse,sympy,Other,sympy-sympy-1.12.1/sympy/series/formal.py,89
189,LecunNormal,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/initializers/initializers.py,41
190,NegativePredicate,sympy,Other,sympy-sympy-1.12.1/sympy/assumptions/predicates/order.py,44
191,SparseRepMatrix,sympy,Other,sympy-sympy-1.12.1/sympy/matrices/sparse.py,439
192,BaseCovarDerivativeOp,sympy,Other,sympy-sympy-1.12.1/sympy/diffgeom/diffgeom.py,89
193,UnitNormalization,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/normalization/unit_normalization.py,51
194,RecallAtPrecision,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/confusion_metrics.py,96
195,UnitNorm,keras,TensorFlow/Keras,keras-3.3.3/keras/src/constraints/constraints.py,29
196,BasisDependent,sympy,Other,sympy-sympy-1.12.1/sympy/vector/basisdependent.py,165
197,StreamMask,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/streamplot.py,52
198,BackendRegistry,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/backends/registry.py,393
199,erfc,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/error_functions.py,189
200,LaplacianNd,scipy,Other,scipy-1.13.1/scipy/sparse/linalg/_special_sparse_arrays.py,506
201,BinaryRelation,sympy,Other,sympy-sympy-1.12.1/sympy/assumptions/relation/binrel.py,118
202,PCA,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/decomposition/_pca.py,735
203,MeanAbsoluteError,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/losses.py,59
204,ReduceLROnPlateau,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/callbacks.py,137
205,SGDOptimizer,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/neural_network/_stochastic_optimizers.py,123
206,RootSystem,sympy,Other,sympy-sympy-1.12.1/sympy/liealgebras/root_system.py,196
207,HalvingRandomSearchCV,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/model_selection/_search_successive_halving.py,363
208,Segment,sympy,Other,sympy-sympy-1.12.1/sympy/geometry/line.py,292
209,HomogeneousCoeffSubsIndepDivDep,sympy,Other,sympy-sympy-1.12.1/sympy/solvers/ode/single.py,123
210,ImmutableSparseMatrix,sympy,Other,sympy-sympy-1.12.1/sympy/matrices/immutable.py,41
211,HermitianOperator,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/operator.py,37
212,Lasso,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/linear_model/_coordinate_descent.py,183
213,DataFrameRenderer,pandas,Other,pandas-2.2.2/pandas/io/formats/format.py,155
214,OctaveCodeGen,sympy,Other,sympy-sympy-1.12.1/sympy/utilities/codegen.py,243
215,GeometryEntity,sympy,Other,sympy-sympy-1.12.1/sympy/geometry/entity.py,467
216,BlendedGenericTransform,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/transforms.py,92
217,FileStorage,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/datastructures/file_storage.py,148
218,GeneratorEnqueuer,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/utils/data_utils.py,90
219,Lasso,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/widgets.py,77
220,PsfontsMap,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/dviread.py,175
221,CombinedMultiDict,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/datastructures/structures.py,132
222,RANSACRegressor,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/linear_model/_ransac.py,645
223,BaseEnsemble,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/ensemble/_base.py,85
224,OneVsRestClassifier,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/multiclass.py,428
225,CubicTriInterpolator,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/tri/_triinterpolate.py,288
226,CategoricalFocalCrossentropy,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/losses.py,137
227,Minimum,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/merging/minimum.py,31
228,Operator,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/operator.py,151
229,Tokenizer,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/preprocessing/text.py,381
230,Headers,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/datastructures/headers.py,433
231,DiophantineSolutionSet,sympy,Other,sympy-sympy-1.12.1/sympy/solvers/diophantine/diophantine.py,98
232,Nystroem,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/kernel_approximation.py,272
233,SymmetricPredicate,sympy,Other,sympy-sympy-1.12.1/sympy/assumptions/predicates/matrices.py,35
234,GroupKFold,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/model_selection/_split.py,126
235,ClassFactRegistry,sympy,Other,sympy-sympy-1.12.1/sympy/assumptions/sathandlers.py,88
236,fibonacci,sympy,Other,sympy-sympy-1.12.1/sympy/functions/combinatorial/numbers.py,75
237,DefaultJSONProvider,flask,Flask,flask-3.0.3/src/flask/json/provider.py,92
238,MeanAbsolutePercentageError,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/losses.py,67
239,ExcitingMixing,scipy,Other,scipy-1.13.1/scipy/optimize/_nonlin.py,57
240,SparseCategoricalCrossentropy,keras,TensorFlow/Keras,keras-3.3.3/keras/src/metrics/probabilistic_metrics.py,83
241,MatrixExpr,sympy,Other,sympy-sympy-1.12.1/sympy/matrices/expressions/matexpr.py,432
242,RNNCell,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/rnn/legacy_cells.py,190
243,OAS,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/covariance/_shrunk_covariance.py,131
244,Hinge,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/hinge_metrics.py,34
245,DeviceMesh,keras,TensorFlow/Keras,keras-3.3.3/keras/src/distribution/distribution_lib.py,75
246,besseli,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/bessel.py,150
247,tukeylambda_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,48
248,Do,sympy,Other,sympy-sympy-1.12.1/sympy/codegen/fnodes.py,35
249,FreeModuleHomomorphism,sympy,Other,sympy-sympy-1.12.1/sympy/polys/agca/homomorphisms.py,35
250,Add,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/merging/add.py,31
251,MultinomialLogit,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/_loss/link.py,64
252,GenericArrayLikeDataAdapter,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/engine/data_adapter.py,102
253,NdPPoly,scipy,Other,scipy-1.13.1/scipy/interpolate/_interpolate.py,431
254,LinearDiscriminantAnalysis,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/discriminant_analysis.py,589
255,MiniBatchSparsePCA,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/decomposition/_sparse_pca.py,214
256,PairwiseKernel,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/gaussian_process/kernels.py,161
257,Callback,keras,TensorFlow/Keras,keras-3.3.3/keras/src/callbacks/callback.py,273
258,Softmax,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/activations/softmax.py,61
259,Isomap,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/manifold/_isomap.py,412
260,gegenbauer,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/polynomials.py,147
261,BackupAndRestore,keras,TensorFlow/Keras,keras-3.3.3/keras/src/callbacks/backup_and_restore.py,164
262,LeaveOneOut,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/model_selection/_split.py,77
263,HDBSCAN,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/cluster/_hdbscan/hdbscan.py,613
264,EnergyState,scipy,Other,scipy-1.13.1/scipy/optimize/_dual_annealing.py,82
265,AssocOpDispatcher,sympy,Other,sympy-sympy-1.12.1/sympy/core/operations.py,167
266,Printable,sympy,Other,sympy-sympy-1.12.1/sympy/core/_print_helpers.py,58
267,BaseIndexer,pandas,Other,pandas-2.2.2/pandas/core/indexers/objects.py,45
268,Lambda,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/core/lambda_layer.py,380
