,_class_name,_library,_group,_path,_lines
1138,Subtract,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/merging/subtract.py,39
1139,RandomFourierFeatures,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/kernelized.py,225
1140,SecureCookieSession,flask,Flask,flask-3.0.3/src/flask/sessions.py,40
1141,One,sympy,Other,sympy-sympy-1.12.1/sympy/core/numbers.py,49
1142,IterativeImputer,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/impute/_iterative.py,910
1143,chebyshevt,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/polynomials.py,116
1144,StrConverter,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/testing/jpl_units/StrConverter.py,88
1145,KernelPCA,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/decomposition/_kernel_pca.py,543
1146,Qubit,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/qubit.py,133
1147,HalfGammaLoss,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/_loss/loss.py,29
1148,MinHeap,networkx,Other,networkx-networkx-3.3/networkx/utils/heaps.py,117
1149,AsinhScale,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/scale.py,82
1150,mobius,sympy,Other,sympy-sympy-1.12.1/sympy/ntheory/residue_ntheory.py,56
1151,LogitScale,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/scale.py,61
1152,TimeDistributed,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/rnn/time_distributed.py,320
1153,Hermite,numpy,Other,numpy-1.26.4/numpy/polynomial/hermite.py,46
1154,uniform_direction_gen,scipy,Other,scipy-1.13.1/scipy/stats/_multivariate.py,125
1155,_PSD,scipy,Other,scipy-1.13.1/scipy/stats/_multivariate.py,86
1156,LibraryInfo,numpy,Other,numpy-1.26.4/numpy/distutils/npy_pkg_config.py,71
1157,Line3D,sympy,Other,sympy-sympy-1.12.1/sympy/geometry/line.py,90
1158,StringLookup,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/preprocessing/string_lookup.py,383
1159,Jacobian,scipy,Other,scipy-1.13.1/scipy/optimize/_nonlin.py,70
1160,TfidfVectorizer,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/feature_extraction/text.py,399
1161,Inverse,sympy,Other,sympy-sympy-1.12.1/sympy/matrices/expressions/inverse.py,70
1162,CanonicalConstraint,scipy,Other,scipy-1.13.1/scipy/optimize/_trustregion_constr/canonical_constraint.py,323
1163,CosineSimilarity,keras,TensorFlow/Keras,keras-3.3.3/keras/src/metrics/regression_metrics.py,54
1164,Hyperparameter,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/gaussian_process/kernels.py,99
1165,cosine_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,53
1166,OptimizeResult,scipy,Other,scipy-1.13.1/scipy/optimize/_optimize.py,41
1167,Sequence,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/utils/data_utils.py,76
1168,ProgbarLogger,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/callbacks.py,175
1169,History,keras,TensorFlow/Keras,keras-3.3.3/keras/src/callbacks/history.py,37
1170,Chebyshev,numpy,Other,numpy-1.26.4/numpy/polynomial/chebyshev.py,88
1171,GroupNormalization,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/normalization/group_normalization.py,238
1172,IDFT,sympy,Other,sympy-sympy-1.12.1/sympy/matrices/expressions/fourier.py,32
1173,PythonRandomViaNumpyBits,networkx,Other,networkx-networkx-3.3/networkx/utils/misc.py,55
1174,FeatureSpace,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/preprocessing/feature_space.py,727
1175,LatexManager,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/backends/backend_pgf.py,150
1176,QuadMesh,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/collections.py,111
1177,RationalQuadratic,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/gaussian_process/kernels.py,154
1178,HeUniform,keras,TensorFlow/Keras,keras-3.3.3/keras/src/initializers/random_initializers.py,41
1179,CosetTable,sympy,Other,sympy-sympy-1.12.1/sympy/combinatorics/coset_table.py,946
1180,Covariance,scipy,Other,scipy-1.13.1/scipy/stats/_covariance.py,450
1181,_UnilinearModel,scipy,Other,scipy-1.13.1/scipy/odr/_models.py,28
1182,PercentFormatter,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/ticker.py,108
1183,BisectingKMeans,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/cluster/_bisect_k_means.py,454
1184,Poisson,keras,TensorFlow/Keras,keras-3.3.3/keras/src/metrics/probabilistic_metrics.py,42
1185,vectorized_lambdify,sympy,Other,sympy-sympy-1.12.1/sympy/plotting/experimental_lambdify.py,66
1186,OrthogonalInitializer,keras,TensorFlow/Keras,keras-3.3.3/keras/src/initializers/random_initializers.py,69
1187,SquaredHinge,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/hinge_metrics.py,36
1188,_EstimatorPrettyPrinter,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/utils/_pprint.py,237
1189,RadiusNeighbors,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/metrics/_pairwise_distances_reduction/_dispatcher.py,144
1190,Triangulation,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/tri/_triangulation.py,240
1191,TensorType,sympy,Other,sympy-sympy-1.12.1/sympy/tensor/tensor.py,60
1192,ExtraTreesClassifier,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/ensemble/_forest.py,369
1193,AutoDateLocator,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/dates.py,231
1194,ArgKmin,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/metrics/_pairwise_distances_reduction/_dispatcher.py,134
1195,netcdf_variable,scipy,Other,scipy-1.13.1/scipy/io/_netcdf.py,284
1196,Expr,pandas,Other,pandas-2.2.2/pandas/core/computation/expr.py,59
1197,L1,keras,TensorFlow/Keras,keras-3.3.3/keras/src/regularizers/regularizers.py,26
1198,RepeatVector,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/reshaping/repeat_vector.py,41
1199,_global_parameters,sympy,Other,sympy-sympy-1.12.1/sympy/core/parameters.py,60
1200,ConditionSet,sympy,Other,sympy-sympy-1.12.1/sympy/sets/conditionset.py,228
1201,IsolationForest,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/ensemble/_iforest.py,505
1202,SelectPercentile,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/feature_selection/_univariate_selection.py,101
1203,StochasticDepth,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/applications/convnext.py,35
1204,SetKind,sympy,Other,sympy-sympy-1.12.1/sympy/sets/sets.py,46
1205,TfidfTransformer,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/feature_extraction/text.py,236
1206,Poisson,keras,TensorFlow/Keras,keras-3.3.3/keras/src/losses/losses.py,21
1207,Undefined,jinja,Flask,jinja-3.1.4/src/jinja2/runtime.py,110
1208,RecurrenceOperator,sympy,Other,sympy-sympy-1.12.1/sympy/holonomic/recurrence.py,216
1209,OneHotIoU,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/iou_metrics.py,113
1210,WrappedCythonOp,pandas,Other,pandas-2.2.2/pandas/core/groupby/ops.py,453
1211,InverseTimeDecay,keras,TensorFlow/Keras,keras-3.3.3/keras/src/optimizers/schedules/learning_rate_schedule.py,109
1212,SyncBatchNormalization,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/normalization/batch_normalization.py,50
1213,Unequality,sympy,Other,sympy-sympy-1.12.1/sympy/core/relational.py,70
1214,Bidirectional,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/rnn/bidirectional.py,497
1215,Mean,keras,TensorFlow/Keras,keras-3.3.3/keras/src/metrics/reduction_metrics.py,63
1216,SecondNonlinearAutonomousConserved,sympy,Other,sympy-sympy-1.12.1/sympy/solvers/ode/single.py,59
1217,BasicRNNCell,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/rnn/legacy_cells.py,100
1218,PcolorImage,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/image.py,132
1219,GeneratorOrSequenceTrainingLoop,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/engine/training_generator_v1.py,105
1220,ZoomFFT,scipy,Other,scipy-1.13.1/scipy/signal/_czt.py,117
1221,Ci,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/error_functions.py,132
1222,expint,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/error_functions.py,184
1223,VarianceScaling,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/initializers/initializers.py,146
1224,Linear,sympy,Other,sympy-sympy-1.12.1/sympy/solvers/diophantine/diophantine.py,198
1225,SparseTopKCategoricalAccuracy,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/accuracy_metrics.py,42
1226,MethodMapping,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/utils/_metadata_requests.py,67
1227,MinMaxNorm,keras,TensorFlow/Keras,keras-3.3.3/keras/src/constraints/constraints.py,51
1228,InputInEagerTest,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/tensorflow_op_layer_test.py,24
1229,StackingRegressor,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/ensemble/_stacking.py,243
1230,LSQUnivariateSpline,scipy,Other,scipy-1.13.1/scipy/interpolate/_fitpack2.py,138
1231,RecursiveSeq,sympy,Other,sympy-sympy-1.12.1/sympy/series/sequences.py,195
1232,Laguerre,numpy,Other,numpy-1.26.4/numpy/polynomial/laguerre.py,46
1233,NormalPredicate,sympy,Other,sympy-sympy-1.12.1/sympy/assumptions/predicates/matrices.py,22
1234,BaseThresholdClassifier,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/model_selection/_classification_threshold.py,162
1235,FormatStrFormatter,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/ticker.py,22
1236,RadiusNeighborsClassMode,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/metrics/_pairwise_distances_reduction/_dispatcher.py,148
1237,PPoly,scipy,Other,scipy-1.13.1/scipy/interpolate/_interpolate.py,462
1238,VariableScopeLayer,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/legacy_tf_layers/variable_scope_shim.py,172
1239,LeaveOneGroupOut,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/model_selection/_split.py,117
1240,LimitedStream,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/wsgi.py,171
1241,RaisingOp,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/sho1d.py,127
1242,MultinomialNB,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/naive_bayes.py,124
1243,MLPRegressor,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/neural_network/_multilayer_perceptron.py,392
1244,DifferentialOperator,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/operator.py,157
1245,ClosureFailure,sympy,Other,sympy-sympy-1.12.1/sympy/polys/numberfields/exceptions.py,32
1246,Plot,sympy,Other,sympy-sympy-1.12.1/sympy/plotting/plot.py,274
1247,PrecisionRecallDisplay,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/metrics/_plot/precision_recall_curve.py,498
1248,WignerD,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/spin.py,206
1249,Product,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/gaussian_process/kernels.py,98
1250,SpectralClustering,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/cluster/_spectral.py,423
1251,Options,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/utils/_param_validation.py,39
1252,Prufer,sympy,Other,sympy-sympy-1.12.1/sympy/combinatorics/prufer.py,426
1253,f_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,108
1254,_AvailableIfDescriptor,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/utils/_available_if.py,47
1255,RandomDisplacement,scipy,Other,scipy-1.13.1/scipy/optimize/_basinhopping.py,29
1256,HalvingGridSearchCV,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/model_selection/_search_successive_halving.py,331
1257,Float,sympy,Other,sympy-sympy-1.12.1/sympy/core/numbers.py,624
1258,OrderedMultiDict,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/datastructures/structures.py,179
1259,FreeModulePolyRing,sympy,Other,sympy-sympy-1.12.1/sympy/polys/agca/modules.py,48
1260,OrthogonalMatchingPursuitCV,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/linear_model/_omp.py,228
1261,InputSpec,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/engine/input_spec.py,111
1262,StataNonCatValueLabel,pandas,Other,pandas-2.2.2/pandas/io/stata.py,29
1263,LeavePGroupsOut,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/model_selection/_split.py,131
1264,CGate,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/gate.py,181
1265,FormDataParser,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/formparser.py,161
1266,factorial,sympy,Other,sympy-sympy-1.12.1/sympy/functions/combinatorial/factorials.py,236
1267,FCompiler,numpy,Other,numpy-1.26.4/numpy/distutils/fcompiler/__init__.py,688
1268,deprecate_privatize_attribute,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/_api/deprecation.py,24
1269,Rescaling,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/preprocessing/rescaling.py,57
1270,CategoricalFocalCrossentropy,keras,TensorFlow/Keras,keras-3.3.3/keras/src/losses/losses.py,137
1271,MIMOParallel,sympy,Other,sympy-sympy-1.12.1/sympy/physics/control/lti.py,183
1272,ClusterNode,scipy,Other,scipy-1.13.1/scipy/cluster/hierarchy.py,199
1273,Adafactor,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/optimizers/adafactor.py,194
1274,AnyConverter,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/routing/converters.py,25
1275,GridSpec,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/gridspec.py,156
1276,MediumPP,sympy,Other,sympy-sympy-1.12.1/sympy/physics/optics/medium.py,88
1277,TexManager,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/texmanager.py,313
1278,SelectKBest,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/feature_selection/_univariate_selection.py,107
1279,_BaseFilter,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/feature_selection/_univariate_selection.py,58
1280,SingleContinuousDistribution,sympy,Other,sympy-sympy-1.12.1/sympy/stats/crv.py,146
1281,Scaffold,flask,Flask,flask-3.0.3/src/flask/sansio/scaffold.py,647
1282,_CVObjects,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/utils/_param_validation.py,29
1283,RandomBrightness,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/preprocessing/image_preprocessing.py,148
1284,EllipseSelector,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/widgets.py,38
1285,Reshape,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/reshaping/reshape.py,121
1286,_RidgeGCV,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/linear_model/_ridge.py,567
1287,SingleODESolver,sympy,Other,sympy-sympy-1.12.1/sympy/solvers/ode/single.py,81
1288,nct_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,79
1289,FunctionMatrix,sympy,Other,sympy-sympy-1.12.1/sympy/matrices/expressions/funcmatrix.py,110
1290,PythonMPQ,sympy,Other,sympy-sympy-1.12.1/sympy/external/pythonmpq.py,289
1291,Reduce,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/base_metric.py,114
1292,SlicingOpLambda,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/core/tf_op_layer.py,58
1293,GeometricRay,sympy,Other,sympy-sympy-1.12.1/sympy/physics/optics/gaussopt.py,85
1294,SparseCategoricalAccuracy,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/accuracy_metrics.py,50
1295,Replacer,sympy,Other,sympy-sympy-1.12.1/sympy/utilities/matchpy_connector.py,96
1296,_FloatExtractor,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/testing_infra/keras_doctest_lib.py,76
1297,Sequential,keras,TensorFlow/Keras,keras-3.3.3/keras/src/models/sequential.py,332
1298,RandomHeight,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/preprocessing/image_preprocessing.py,113
1299,CosineSimilarity,keras,TensorFlow/Keras,keras-3.3.3/keras/src/losses/losses.py,37
1300,ObjectIdentityDictionary,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/utils/object_identity.py,34
1301,CountVectorizer,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/feature_extraction/text.py,547
1302,AlmostLinear,sympy,Other,sympy-sympy-1.12.1/sympy/solvers/ode/single.py,84
1303,Transform,sympy,Other,sympy-sympy-1.12.1/sympy/core/rules.py,62
1304,_CalibratedClassifier,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/calibration.py,86
1305,Cell,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/table.py,196
1306,Sum,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/gaussian_process/kernels.py,95
1307,Average,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/merging/average.py,31
1308,DataAdapter,keras,TensorFlow/Keras,keras-3.3.3/keras/src/trainers/data_adapters/data_adapter.py,92
1309,PSpace,sympy,Other,sympy-sympy-1.12.1/sympy/stats/rv.py,53
1310,_fromnxfunction,numpy,Other,numpy-1.26.4/numpy/ma/extras.py,48
1311,HasMethods,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/utils/_param_validation.py,34
1312,MeanAbsolutePercentageError,keras,TensorFlow/Keras,keras-3.3.3/keras/src/losses/losses.py,27
1313,Constant,keras,TensorFlow/Keras,keras-3.3.3/keras/src/initializers/constant_initializers.py,37
1314,DebugUndefined,jinja,Flask,jinja-3.1.4/src/jinja2/runtime.py,30
1315,BaseConv,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/convolutional/base_conv.py,386
1316,Expectation,sympy,Other,sympy-sympy-1.12.1/sympy/stats/symbolic_probability.py,190
1317,SphereBivariateSpline,scipy,Other,scipy-1.13.1/scipy/interpolate/_fitpack2.py,165
1318,ComplexRegion,sympy,Other,sympy-sympy-1.12.1/sympy/sets/fancysets.py,273
1319,SparseCategoricalCrossentropy,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/probabilistic_metrics.py,78
1320,Response,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/wrappers/response.py,748
1321,CategoricalCrossentropy,keras,TensorFlow/Keras,keras-3.3.3/keras/src/metrics/probabilistic_metrics.py,86
1322,Determinant,sympy,Other,sympy-sympy-1.12.1/sympy/matrices/expressions/determinant.py,40
1323,BagObj,numpy,Other,numpy-1.26.4/numpy/lib/npyio.py,47
1324,TSNE,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/manifold/_t_sne.py,652
1325,MatrixHomomorphism,sympy,Other,sympy-sympy-1.12.1/sympy/polys/agca/homomorphisms.py,91
1326,DataCol,pandas,Other,pandas-2.2.2/pandas/io/pytables.py,282
1327,FakeOptimizerForRestoration,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/mixed_precision/loss_scale_optimizer.py,41
1328,FloatingArray,pandas,Other,pandas-2.2.2/pandas/core/arrays/floating.py,67
1329,Dropout,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/regularization/dropout.py,70
1330,Zeros,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/initializers/initializers.py,39
1331,EnvironHeaders,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/datastructures/headers.py,45
1332,GRUCell,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/rnn/gru.py,312
1333,UnicodeConverter,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/routing/converters.py,35
1334,Literal,sympy,Other,sympy-sympy-1.12.1/sympy/assumptions/cnf.py,63
1335,MultiTaskElasticNet,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/linear_model/_coordinate_descent.py,246
1336,InverseOrder,sympy,Other,sympy-sympy-1.12.1/sympy/polys/orderings.py,45
1337,RadialTick,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/projections/polar.py,149
1338,DateConverter,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/dates.py,59
1339,LocallyConnected1D,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/locally_connected/locally_connected1d.py,338
1340,FunctionalPreprocessingStage,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/preprocessing/preprocessing_stage.py,149
1341,CMod,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/shor.py,54
1342,TreePredictor,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/ensemble/_hist_gradient_boosting/predictor.py,129
1343,rv_discrete,scipy,Other,scipy-1.13.1/scipy/stats/_distn_infrastructure.py,751
1344,TimeseriesGenerator,keras,TensorFlow/Keras,keras-3.3.3/keras/src/legacy/preprocessing/sequence.py,164
1345,TensorIndexType,sympy,Other,sympy-sympy-1.12.1/sympy/tensor/tensor.py,300
1346,NewtonSolver,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/linear_model/_glm/_newton_solver.py,413
1347,Event,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/backend_bases.py,40
1348,ConvRNN,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/rnn/base_conv_rnn.py,408
1349,ExponentialDecay,keras,TensorFlow/Keras,keras-3.3.3/keras/src/optimizers/schedules/learning_rate_schedule.py,105
1350,ModelCheckpoint,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/callbacks.py,523
1351,TimeSeriesSplit,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/model_selection/_split.py,208
1352,AUCSummationMethod,keras,TensorFlow/Keras,keras-3.3.3/keras/src/metrics/metrics_utils.py,32
1353,Particle,sympy,Other,sympy-sympy-1.12.1/sympy/physics/mechanics/particle.py,273
1354,LayerNormalization,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/normalization/layer_normalization.py,243
1355,KroneckerDelta,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/tensor_functions.py,385
1356,BasicLSTMCell,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/rnn/legacy_cells.py,184
1357,HalfPoissonLoss,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/_loss/loss.py,30
1358,Config,networkx,Other,networkx-networkx-3.3/networkx/utils/configs.py,159
1359,betanbinom_gen,scipy,Other,scipy-1.13.1/scipy/stats/_discrete_distns.py,91
1360,NumberOp,sympy,Other,sympy-sympy-1.12.1/sympy/physics/quantum/sho1d.py,118
1361,Exponentiation,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/gaussian_process/kernels.py,189
1362,AutoDateFormatter,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/dates.py,117
1363,StratifiedGroupKFold,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/model_selection/_split.py,204
1364,DunnettResult,scipy,Other,scipy-1.13.1/scipy/stats/_multicomp.py,154
1365,_WorkerContext,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/distribute/distribute_coordinator_utils.py,252
1366,DiagBroyden,scipy,Other,scipy-1.13.1/scipy/optimize/_nonlin.py,66
1367,MDS,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/manifold/_mds.py,259
1368,ClusterMixin,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/base.py,50
1369,Rem,sympy,Other,sympy-sympy-1.12.1/sympy/functions/elementary/miscellaneous.py,52
1370,PowerTransformer,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/preprocessing/_data.py,420
1371,FancyBboxPatch,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/patches.py,245
1372,Request,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/wrappers/request.py,617
1373,HeNormal,keras,TensorFlow/Keras,keras-3.3.3/keras/src/initializers/random_initializers.py,41
1374,PolynomialDecay,keras,TensorFlow/Keras,keras-3.3.3/keras/src/optimizers/schedules/learning_rate_schedule.py,153
1375,chi_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,80
1376,NotFittedError,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/exceptions.py,20
1377,anglit_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,41
1378,DiskIOStore,keras,TensorFlow/Keras,keras-3.3.3/keras/src/saving/saving_lib.py,57
1379,FuncNorm,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/colors.py,32
1380,AxisLabel,matplotlib,Other,matplotlib-3.9.0/lib/mpl_toolkits/axisartist/axis_artist.py,129
1381,CategoricalHinge,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/hinge_metrics.py,33
1382,Kern,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/_mathtext.py,25
1383,Dropout,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/regularization/dropout.py,106
1384,InternalServerError,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/exceptions.py,28
1385,ParametricIntegral,sympy,Other,sympy-sympy-1.12.1/sympy/vector/integrals.py,128
1386,KerasVariable,keras,TensorFlow/Keras,keras-3.3.3/keras/src/backend/common/variables.py,473
1387,johnsonsu_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,91
1388,DixonResultant,sympy,Other,sympy-sympy-1.12.1/sympy/polys/multivariate_resultants.py,226
1389,BinaryAccuracy,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/accuracy_metrics.py,44
1390,AdamW,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/optimizers/adamw.py,192
1391,SQLiteDatabase,pandas,Other,pandas-2.2.2/pandas/io/sql.py,250
1392,VotingRegressor,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/ensemble/_voting.py,199
1393,R2Score,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/regression_metrics.py,191
1394,HyperRep,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/hyper.py,68
1395,VisitingDistribution,scipy,Other,scipy-1.13.1/scipy/optimize/_dual_annealing.py,106
1396,StateSpace,scipy,Other,scipy-1.13.1/scipy/signal/_ltisys.py,402
1397,UnionAdjacency,networkx,Other,networkx-networkx-3.3/networkx/classes/coreviews.py,50
1398,gengamma_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,95
1399,PolarTransform,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/projections/polar.py,124
